,DGS10,UNRATE,CPILFESL,FEDFUNDS,PAYEMS,GDPC1,M2REAL,CSUSHPISA,PCEPI,DGS2,VIXCLS,CPIAUCSL,HOUST,DGS3MO,M2,GDP,GDPPOT,SP500,Market_return,Market_volatility,GDP_growth,Real_GDP_growth,Output_gap,CPI_inflation,Core_inflation,PCE_inflation,Term_spread,Policy_spread,Employment_growth,Housing_starts_growth,Home_price_growth,M2_growth,Real_M2_growth,VIX_change,VIX_volatility
2004-07-31,4.498095238095239,5.5,196.8,1.26,131853.0,15512.619,3327.0,151.338,79.905,2.6385714285714283,15.502380952380953,189.1,2002.0,1.3576190476190477,6288.3,12305.307,15544.0956,1099.81,-0.0005180028717353125,0.08406649319829347,1.5891599103924348,0.9485938887930923,-0.0020249875457533833,2.939575394665228,1.7580144777662898,2.684537884239746,1.8595238095238105,3.238095238095239,1.2820315860627929,5.535055350553497,13.127069675654246,4.033849093593722,1.029425161701747,0.010405821391186176,5.044328111112384
2004-08-31,4.281363636363636,5.4,196.9,1.43,131940.0,15562.521587642876,3339.3,152.635,79.946,2.5081818181818183,16.68409090909091,189.2,2024.0,1.5031818181818182,6315.32,12374.651645435408,15577.603246566066,1101.51,0.0008541028739652567,0.12974468978599024,1.6151334667815709,0.9569365472604119,-0.0009681629891630121,2.5474254742547275,1.7045454545454586,2.391167919671111,1.773181818181818,2.8513636363636365,1.3729994698547188,10.42007637752318,13.089769426827091,3.4179412439000245,0.8791009606670341,0.07622764273048399,4.963932356867514
2004-09-30,4.1257142857142854,5.4,197.5,1.61,132091.0,15613.163287163785,3346.8,154.179,80.104,2.5252380952380955,14.08095238095238,189.8,1905.0,1.6814285714285715,6350.55,12446.694214161877,15610.088619201417,1113.84,0.00017959125031419276,0.08561129358525991,1.6151334667815709,0.9569365472604119,,2.5391680172879516,1.961796592669085,2.2739169847937557,1.60047619047619,2.515714285714285,1.4110999362778598,-1.7534811758638469,13.12236782250138,4.370870722808395,1.8905836149420097,-0.1560251944395794,4.996088934959681
2004-10-31,4.0969999999999995,5.5,197.9,1.76,132431.0,15670.88,3343.8,155.752,80.448,2.5845,14.973809523809523,190.8,2072.0,1.7945,6373.4,12527.214,15643.399440000001,1129.71,0.0033394022825170566,0.11771643180914991,1.8033438743137342,1.0202081286209586,0.001756687228079765,3.1909140075716547,2.0103092783505083,2.700011489410592,1.5124999999999997,2.3369999999999997,1.5263722784421896,5.3380782918149405,13.247825960503734,4.982354418807677,1.8519646664636014,0.0634088603314169,4.743370690190018
2004-11-30,4.194,5.4,198.3,1.93,132504.0,15732.730882963866,3341.9,157.528,80.758,2.852,13.577619047619047,191.7,1782.0,2.1075,6405.379999999999,12610.391729187259,15675.179668940134,1175.26,-0.0040760293880871545,0.09492447901601772,1.905023999918476,1.0937128302918486,0.0036714867222713498,3.621621621621607,2.216494845360839,2.9656262749897966,1.342,2.2640000000000002,1.5504173021359424,-14.450312049927994,13.497701629753456,5.4739459406054625,1.7568966567200528,-0.09324216886627446,3.7772367991444358
2004-12-31,4.2309090909090905,5.4,198.6,2.16,132629.0,15794.85010962345,3351.4,159.33100000000002,80.801,3.011818181818182,12.459545454545456,191.7,2042.0,2.222727272727273,6426.725,12694.423201344005,15707.750206650791,1213.73,-0.0020637374202460146,0.07218984091922617,1.905023999918476,1.0937128302918486,,3.3423180592991875,2.2657054582904346,2.7937154125055708,1.2190909090909083,2.0709090909090904,1.5621530144192874,-0.7292173067574126,13.661720644885156,5.786925776440466,2.3515758612264737,-0.08234680831391095,2.6652881741139374
2005-01-31,4.221500000000001,5.3,199.0,2.28,132781.0,15844.727,3356.5,161.289,80.907,3.2225,13.437999999999999,191.6,2144.0,2.371,6413.9800000000005,12767.286,15740.36208,1179.82,0.007076216571491933,0.09459340222014594,1.916403759048113,1.1093633541958248,0.00663040147803258,2.8448738593666034,2.261048304213764,2.53203056685547,0.9990000000000006,1.941500000000001,1.5486861023585874,12.192569335426473,13.86767010716856,5.53431644762552,2.8118969583728948,0.07853051694575153,2.2827082541257973
2005-02-28,4.165263157894737,5.4,199.4,2.5,133033.0,15873.54239913677,3346.7,163.346,81.132,3.3847368421052635,11.708947368421052,192.4,2207.0,2.579473684210526,6439.075,12818.621403211982,15770.021518685237,1206.22,-0.004522571593628788,0.0959189787328023,1.651254604111685,0.8950227218682105,0.006564409587448926,3.0530262453133394,2.308876346844535,2.598732880610055,0.7805263157894733,1.6652631578947368,1.6916373643173888,19.555796316359686,14.075605310389626,5.292785426954905,2.0646538578835028,-0.12866889653065539,2.372980032988299
2005-03-31,4.497727272727273,5.2,200.1,2.63,133152.0,15896.496821901348,3339.4,165.81400000000002,81.375,3.7268181818181816,13.126363636363635,193.1,1864.0,2.795909090909091,6447.6,12868.503272349473,15802.783556074512,1181.57,0.0019078791167792541,0.09152371482664386,1.651254604111685,0.8950227218682105,,3.2068412613575736,2.35294117647058,2.747509438250484,0.7709090909090914,1.8677272727272731,1.5350124676869692,-6.706706706706711,14.308759254918746,4.784502372749144,1.461428614833049,0.12105411557023005,2.2712603241849445
2005-04-30,4.3409523809523805,5.2,200.2,2.79,133519.0,15922.782,3336.1,167.503,81.603,3.653809523809524,14.459047619047618,193.7,2061.0,2.836666666666667,6459.725,12922.656,15833.98635,1155.92,0.008797039726314404,0.14279210724013378,1.2169383532255829,0.4926244548107306,0.005607915027664529,3.3617929562433257,2.1949974476773715,2.844503818718014,0.6871428571428564,1.5509523809523804,1.6033543359814884,2.895656515227163,14.263982591256053,4.340996369715588,0.8494558645707251,0.10152727896338964,2.1649502485035037
2005-05-31,4.144285714285714,5.1,200.5,3.0,133689.0,15963.544258289932,3346.7,169.352,81.649,3.643809523809524,13.967619047619047,193.6,2025.0,2.901904761904762,6477.719999999999,12993.906941138082,15865.383667875076,1192.36,-0.006002200806962565,0.10351743005879353,1.3674289333654777,0.5669929048607081,0.00618709212898622,2.869287991498415,2.1916411824668858,2.5689663835988252,0.5004761904761903,1.1442857142857141,1.5125629285405173,2.221100454316005,14.283400591148965,3.270095335267653,0.35985246049119457,-0.03398761691476748,2.031932741586839
2005-06-30,3.998181818181818,5.0,200.6,3.04,133947.0,16008.308948242306,3361.8,171.192,81.7,3.6404545454545456,11.868636363636364,193.7,2068.0,3.036363636363636,6509.875,13069.730457198692,15895.121342371362,1192.7,-0.00650556846673489,0.07163708810215082,1.3674289333654777,0.5669929048607081,,2.541026998411855,2.0345879959308144,2.3411957760769653,0.35772727272727245,0.958181818181818,1.6336100277706045,13.12910284463895,14.24071750794118,3.6905629422563146,1.152399578757346,-0.15027490919008712,1.9471162154310069
2005-07-31,4.1775,5.0,200.9,3.26,134300.0,16047.587,3357.5,172.861,82.046,3.871,11.049,194.9,2054.0,3.2875,6536.025,13142.642,15925.48397,1235.19,-0.006267196575970635,0.08848296063095178,1.702328066304637,0.7838140345072908,0.0076671472107230545,3.067160232681121,2.083333333333326,2.679431825292533,0.3065000000000002,0.9175000000000004,1.8558546259850095,2.5974025974025983,14.221808138075032,3.9394589952769232,0.9167418094379265,-0.06905901727241404,2.0132218247915503
2005-08-31,4.262608695652174,4.9,201.1,3.5,134503.0,16072.391774241376,3353.6,174.44299999999998,82.377,4.044347826086956,12.951304347826087,196.1,2095.0,3.5182608695652173,6574.339999999999,13201.967322601124,15955.69568666639,1218.46,0.009344091187726722,0.07608525936507114,1.601214957176067,0.6818505601907221,0.0073137574109354096,3.6469344608879517,2.1330624682579957,3.0408025417156592,0.21826086956521795,0.7626086956521743,1.9425496437774692,3.5079051383399174,14.28767975890195,4.101454874812349,0.42823346210283386,0.17216982060151031,1.9530231903619526
2005-09-30,4.199047619047619,5.0,201.3,3.62,134554.0,16095.44045648389,3325.1,176.43900000000002,83.172,3.9461904761904765,12.628095238095238,198.8,2151.0,3.494285714285714,6607.075,13256.335237126465,15984.67904004693,1226.63,-0.00045632705612008717,0.08663781377324435,1.601214957176067,0.6818505601907221,,4.741833508956805,1.9240506329113893,3.8300209727354373,0.2528571428571422,0.5790476190476186,1.8646236306788522,12.913385826771663,14.437763897807109,4.039413909031486,-0.6483805426078737,-0.024955718825733553,1.9212150294418209
2005-10-31,4.4635,5.0,202.0,3.78,134643.0,16136.734,3337.1,178.028,83.305,4.271,14.937619047619048,199.1,2065.0,3.7924999999999995,6641.8,13324.204,16014.16822,1211.21,0.01188825210112121,0.14111791395169906,1.3814726141060607,0.5555165396517348,0.007653583896223167,4.350104821802936,2.071753410813537,3.551362370723954,0.1924999999999999,0.6835,1.6703037808368126,-0.33783783783783994,14.302224048487332,4.211253020365913,-0.2003708355763023,0.18288774086504023,1.8841225231485
2005-11-30,4.535,5.0,202.5,4.0,134999.0,16204.563586733528,3362.3,179.68200000000002,83.131,4.4165,12.147619047619047,198.1,2147.0,3.9745,6660.075,13410.400096490643,16042.163053948401,1250.88,-0.005817835002384308,0.07612772776503067,1.5788008619949556,0.822353103064466,0.010123356322896578,3.3385498174230532,2.1180030257186067,2.938408578716656,0.11850000000000005,0.5350000000000001,1.8829620237879707,20.48260381593714,14.06353156264284,3.976266825699648,0.6104311918369909,-0.18677675412030992,1.895699341843259
2005-12-31,4.467142857142857,4.9,202.8,4.16,135158.0,16286.034560256463,3376.1,180.91099999999997,83.131,4.404285714285714,11.26,198.1,1994.0,3.970952380952381,6684.075,13508.835136317402,16070.822673708455,1251.96,-0.002088348291858555,0.07271826260995272,1.5788008619949556,0.822353103064466,,3.3385498174230532,2.114803625377659,2.8836276778752667,0.06285714285714317,0.30714285714285694,1.906822791395557,-2.350636630754166,13.544131399413772,4.004372366952058,0.7370054305663176,-0.07306938455507639,1.8033005576707244
2006-01-31,4.416,4.7,203.2,4.29,135426.0,16353.835,3377.0,182.321,83.534,4.3955,12.036,199.3,2273.0,4.336,6726.26,13599.16,16099.610209999999,1280.58,-0.003044009684777693,0.1075519688963057,2.0635829352357637,1.3453837684874737,0.015790741930018455,4.018789144050117,2.1105527638190846,3.246937842213904,0.020500000000000185,0.12600000000000033,1.992001867737092,6.016791044776126,13.039946927564806,4.868739846398018,0.6107552510055125,0.06891651865008885,1.7864056943703444
2006-02-28,4.568947368421052,4.8,203.6,4.49,135731.0,16386.892525445775,3387.6,183.28799999999998,83.584,4.6684210526315795,12.471052631578948,199.4,2119.0,4.5394736842105265,6753.525,13662.08805727374,16125.934807193074,1281.93,-0.010245521927115475,0.09139241051447827,1.8768117205463675,1.1251703122786783,0.016182486247947568,3.63825363825363,2.106318956870612,3.0222353695212645,-0.09947368421052705,0.07894736842105221,2.028068223673829,-3.9873130946986857,12.208440978046585,4.8834654045806225,1.2220993814802572,0.03614594812055061,1.534529905105202
2006-03-31,4.7239130434782615,4.7,204.3,4.59,136036.0,16398.209291804513,3389.8,184.365,83.746,4.73391304347826,11.69391304347826,199.7,1969.0,4.627826086956522,6768.525,13713.968369516051,16155.049458603444,1296.79,-0.003641867648075725,0.08241467712813651,1.8768117205463675,1.1251703122786783,,3.4179181771103018,2.0989505247376306,2.9136712749615823,-0.009999999999998899,0.1339130434782616,2.1659456861331305,5.633047210300424,11.187836973958753,4.977433463614367,1.509253159250168,-0.06231547657274983,1.5057333982394856
2006-04-30,4.990526315789474,4.7,204.8,4.79,136208.0,16396.151,3391.6,184.329,84.135,4.888947368421053,11.84736842105263,200.7,1821.0,4.721578947368421,6800.65,13753.424,16182.6442,1310.11,0.00037415433484522254,0.09289913335847355,1.1343641813170935,0.25875276349554,0.013193566969729275,3.613835828600931,2.29770229770232,3.102827101944805,0.10157894736842099,0.20052631578947366,2.0139455807787643,-11.644832605531297,10.045193220419947,5.277701450139127,1.6636191960672564,0.013122671342246095,1.4348357416082596
2006-05-31,5.11,4.6,205.4,4.94,136249.0,16392.983137632327,3384.9,184.155,84.361,4.968181818181818,14.454545454545455,201.3,1942.0,4.836363636363637,6813.56,13790.131899811997,16210.112898931606,1268.23,0.0054704161480343405,0.11639326699818084,0.9372201525965629,0.037167584867559,0.011281243988915978,3.9772727272727293,2.44389027431422,3.321534862643749,0.1418181818181825,0.16999999999999993,1.9148920255219304,-4.0987654320987605,8.740965562851333,5.184540239466995,1.1414228941942994,0.2200638100238279,1.2157175695275775
2006-06-30,5.106363636363636,4.6,205.9,4.99,136335.0,16398.09454756891,3395.5,183.507,84.569,5.121818181818182,16.918636363636363,201.8,1802.0,4.917727272727273,6847.6,13826.670845404857,16235.78581859233,1271.39,0.0002045424150165509,0.15738759345535244,0.9372201525965629,0.037167584867559,,4.1817243159525175,2.6420737786640114,3.511627906976744,-0.01545454545454561,0.11636363636363622,1.782794687451017,-12.862669245647973,7.193677274638999,5.187887632250998,1.0024391694925194,0.1704716981132075,1.4809905078673458
2006-07-31,5.0875,4.7,206.3,5.24,136529.0,16420.738,3397.7,183.06599999999997,84.858,5.1185,15.325999999999999,202.9,1737.0,5.0765,6891.32,13870.188,16261.61595,1277.98,-0.001344065015237983,0.13838121162507755,0.848981315489139,0.1499559256315619,0.009785131470897993,4.104669061056954,2.6879044300647026,3.4273456353752785,-0.030999999999999694,-0.15249999999999986,1.6597170513775072,-15.433300876338851,5.9035872753252505,5.435949219900471,1.1973194341027504,-0.09413503129953527,1.505695990860619
2006-08-31,4.8765217391304345,4.7,206.8,5.25,136693.0,16465.546241251486,3398.1,182.593,85.125,4.903478260869565,13.351739130434783,203.8,1650.0,5.090434782608695,6923.225,13922.774693767426,16286.977186752389,1305.55,0.0005211247097411942,0.06951249407640107,0.9618674782743586,0.44264733886403285,0.010963916290393238,3.926568077511483,2.8344107409249197,3.335882588586636,-0.026956521739130324,-0.3734782608695655,1.6282164710080815,-21.24105011933174,4.672013207752679,5.306768436071163,1.326932251908386,-0.12881775215745894,1.5026410223691016
2006-09-30,4.718999999999999,4.5,207.2,5.25,136829.0,16517.30475660332,3428.3,182.797,84.902,4.769,12.1845,202.8,1720.0,4.93,6948.575,13979.464979482504,16311.287278838006,1336.13,-0.002530757286192009,0.08139953184040705,0.9618674782743586,0.44264733886403285,,2.012072434607637,2.930948832588176,2.0800269321406217,-0.05000000000000071,-0.5310000000000006,1.6907709915721547,-20.037192003719195,3.6035116952600976,5.168701732612391,3.10366605515624,-0.08742225406232706,1.5092512952399735
2006-10-31,4.729047619047619,4.4,207.6,5.25,136846.0,16561.866,3468.1,183.197,84.702,4.795714285714285,11.306363636363637,201.9,1491.0,5.046190476190477,6997.08,14039.56,16336.38318,1379.84,0.001982412443450432,0.07260039294501035,1.2211225976172635,0.8594498006118778,0.013802493337451274,1.4063284781516971,2.7722772277227747,1.67697016985775,-0.06666666666666643,-0.5209523809523811,1.6361786353542351,-27.79661016949152,2.9034758577302533,5.349152338221552,3.9255641125528262,-0.07206995474876798,1.5521704922951705
2006-11-30,4.595238095238095,4.5,207.8,5.25,137061.0,16584.57576234573,3483.9,183.607,84.731,4.7404761904761905,10.817619047619049,202.0,1570.0,5.073333333333333,7034.8,14096.048731264362,16360.860359891758,1403.77,0.002456563809959178,0.08987266941325697,1.2445366768342625,0.7229005302966218,0.01367381650676533,1.9687026754164672,2.6172839506172885,1.9246731063020883,-0.1452380952380956,-0.6547619047619051,1.5274187216201662,-26.874708896134138,2.184414688171321,5.626438140711643,3.6165719894120096,-0.0432273898543899,1.5989366766889155
2006-12-31,4.5645,4.4,208.1,5.24,137249.0,16596.402697031357,3486.2,184.139,85.032,4.6735,10.9645,203.1,1649.0,4.973,7072.075,14154.37444242018,16386.607127064093,1420.87,-0.003415770056251599,0.07063896870790136,1.2445366768342625,0.7229005302966218,,2.5239777889954462,2.6134122287968298,2.2867522344251823,-0.10899999999999999,-0.6755000000000004,1.5470782343627532,-17.301905717151456,1.7843027787144194,5.804842106050567,3.261159325849361,0.01357793722762679,1.652034682835346
2007-01-31,4.7595238095238095,4.6,208.6,5.25,137472.0,16611.69,3499.1,184.517,85.316,4.876190476190477,11.0425,203.437,1409.0,5.105238095238095,7116.08,14215.651,16413.08416,1439.48,0.008053334080309282,0.07997294881693245,1.2542487086489862,0.30083566670564554,0.012100458272432339,2.075765178123423,2.657480314960625,2.133263102449301,-0.11666666666666714,-0.4904761904761905,1.5107881795223932,-38.01143862736471,1.204469040867484,5.7954940784328945,3.615635179153087,0.007113867481417513,1.6479261721407825
2007-02-28,4.722631578947369,4.5,209.135,5.26,137558.0,16638.185851349677,3493.5,184.59900000000002,85.581,4.848947368421053,11.155263157894737,204.226,1480.0,5.163157894736842,7134.025,14275.019679391024,16437.765750739494,1408.59,0.004012944061127843,0.12923621668868193,1.2696533017065414,0.3232527004137564,0.012192660708841565,2.420260782347028,2.71856581532417,2.389213246554367,-0.12631578947368372,-0.5373684210526308,1.3460447502781303,-30.155733836715438,0.7152677753044623,5.63409478753687,3.126106978391774,0.010211741715620226,1.6480407125895469
2007-03-31,4.5645454545454545,4.4,209.418,5.26,137782.0,16676.49665544308,3491.9,184.15,85.894,4.573636363636364,15.162727272727272,205.288,1495.0,5.079999999999999,7158.65,14341.638363207912,16465.65621698519,1420.67,-0.001728584177130732,0.12192803043340429,1.2696533017065414,0.3232527004137564,,2.798197295943927,2.5051395007342103,2.564898622023759,-0.009090909090909705,-0.6954545454545453,1.283483783704309,-24.07313357034028,-0.11661649445393607,5.763811170085065,3.0119771077939728,0.35924424714233627,1.7395842278109257
2007-04-30,4.6938095238095245,4.5,209.747,5.25,137845.0,16713.314,3516.7,183.01,86.096,4.666190476190476,12.933000000000002,205.904,1490.0,5.006666666666667,7236.5199999999995,14402.082,16492.813130000002,1485.08,-0.0050515201457839165,0.07444086244543112,1.3114489093746018,0.6117619579946387,0.013369512421074535,2.5929247633283525,2.4155273437499902,2.3307779164438047,0.027619047619048764,-0.5561904761904755,1.2018383648537467,-18.176825919824267,-0.7155683587498518,6.409240293207263,3.688524590163933,-0.14705318064632156,1.7008941524452428
2007-05-31,4.746363636363636,4.4,210.058,5.25,137993.0,16744.374795452793,3508.9,181.601,86.346,4.766363636363637,13.297727272727274,206.755,1415.0,4.867727272727273,7253.525,14457.164685498108,16520.71494523532,1531.06,0.0013603840468807693,0.0863917600890976,1.2759702627243907,0.638224293512768,0.013538145955479954,2.709885742672613,2.267770204479058,2.352983013477794,-0.020000000000000462,-0.5036363636363639,1.2800093945643631,-27.136972193614827,-1.3868751866634055,6.4571971186868415,3.66332831102838,0.028201289161623233,1.7046972184225404
2007-06-30,5.102857142857142,4.6,210.392,5.25,138069.0,16772.986124515683,3516.8,180.253,86.529,4.980476190476191,14.947619047619046,207.234,1448.0,4.741904761904761,7282.125,14507.838785301226,16547.59310421285,1501.61,-0.0038278337247410477,0.12287843880463968,1.2759702627243907,0.638224293512768,,2.692765113974227,2.181641573579407,2.3176341212501006,0.12238095238095159,-0.14714285714285769,1.2718670920893294,-19.644839067702556,-1.7732293590980275,6.345653951749508,3.5723752024738653,0.12407321499784296,1.7697041889656036
2007-07-31,5.0042857142857144,4.7,210.773,5.26,138044.0,16809.587,3525.5,179.11,86.661,4.819047619047619,17.273333333333333,207.603,1354.0,4.9609523809523814,7316.82,14564.117,16575.36122,1461.96,-0.008800357980663587,0.17099572813456274,1.125080387682842,0.5760257959612325,0.014130960821377544,2.3178905864958077,2.1682016480853106,2.1247260128685497,0.18523809523809565,-0.25571428571428534,1.1096543591471386,-22.04951065054692,-2.160969267914281,6.174433925575951,3.7613679842246173,0.15559095253265376,1.9684335189589353
